layer_id,name,D,M,N,Q,alpha,alpha_weighted,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,longname,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,status,sv_max,warning,weak_rank_loss,xmax,xmin
127,Linear,0.04142056376119774,4096,11008,2.6875,4.4441246150241405,8.063655795619974,-1.0085917167029559,True,65.25,LAYER_TYPE.DENSE,8.571107092306809,4.3,1.814,_orig_mod.model.layers.8.mlp.down_proj,0,20060.0,4096,129,4096,1,0.3032382638796395,65.25,307.5,success,8.078125,,0,65.25,16.25
133,Linear,0.029848422390653384,4096,4096,1.0,4.175924450391332,9.730230213509492,-0.9434953588918489,True,213.9,LAYER_TYPE.DENSE,9.781326879992635,4.098,2.33,_orig_mod.model.layers.9.self_attn.q_proj,0,12580.0,4096,39,4096,1,0.5085549188656001,213.9,58.8,success,14.625,,4,213.875,33.96875
134,Linear,0.0369403758610477,4096,4096,1.0,3.5991461562282687,8.857273743843004,-0.9475136525838925,True,288.5,LAYER_TYPE.DENSE,8.883300684219261,4.105,2.46,_orig_mod.model.layers.9.self_attn.k_proj,0,12760.0,4096,73,4096,1,0.3042070478553698,288.5,44.22,success,16.984375,,4,288.5,23.46875
135,Linear,0.04974327144327784,4096,4096,1.0,2.8710071447673853,3.7345522625294505,-0.9692124385209282,True,20.0,LAYER_TYPE.DENSE,5.124984009891248,3.691,1.301,_orig_mod.model.layers.9.self_attn.v_proj,0,4916.0,4096,478,4096,1,0.08557787487999545,20.0,245.8,success,4.47265625,,4,20.0,2.87109375
136,Linear,0.0535754262826873,4096,4096,1.0,3.524709158794854,5.36623201031365,-0.9732307322129718,True,33.28,LAYER_TYPE.DENSE,5.775522376981253,3.69,1.522,_orig_mod.model.layers.9.self_attn.o_proj,0,4884.0,4096,260,4096,1,0.15657581521303174,33.28,146.8,success,5.76953125,,3,33.28125,4.19140625
139,Linear,0.017174416443858198,4096,11008,2.6875,3.3217434875765215,7.778848518758299,-1.0021624467956862,True,219.4,LAYER_TYPE.DENSE,7.915833306153184,4.37,2.342,_orig_mod.model.layers.9.mlp.gate_proj,0,23500.0,4096,438,4096,1,0.11093719501447809,219.4,107.1,success,14.8125,,0,219.375,11.40625
140,Linear,0.029589734228169684,4096,11008,2.6875,4.52013419940428,7.81753678432127,-1.0134136691334084,True,53.66,LAYER_TYPE.DENSE,8.446532169124646,4.324,1.7295,_orig_mod.model.layers.9.mlp.up_proj,0,21070.0,4096,240,4096,1,0.22722368551179925,53.66,392.8,success,7.32421875,,0,53.65625,12.6640625
141,Linear,0.03833565716704135,4096,11008,2.6875,3.472959089485575,6.393093636406552,-1.0069843992261385,True,69.25,LAYER_TYPE.DENSE,7.23090797283464,4.31,1.841,_orig_mod.model.layers.9.mlp.down_proj,0,20320.0,4096,515,4096,1,0.1089715974242057,69.25,293.5,success,8.3203125,,0,69.25,9.40625
147,Linear,0.030006222188695197,4096,4096,1.0,2.9983449622811214,6.921960440266182,-0.9499246287991188,True,203.5,LAYER_TYPE.DENSE,7.14916653212587,4.1,2.309,_orig_mod.model.layers.10.self_attn.q_proj,0,12600.0,4096,241,4096,1,0.12872471492881027,203.5,61.9,success,14.265625,,3,203.5,11.921875
148,Linear,0.026458470828698455,4096,4096,1.0,2.8542367780256046,6.99622491488698,-0.94912097006071,True,282.2,LAYER_TYPE.DENSE,7.129099445052142,4.11,2.451,_orig_mod.model.layers.10.self_attn.k_proj,0,12870.0,4096,303,4096,1,0.10652311961797059,282.2,45.6,success,16.796875,,3,282.25,10.1328125
